owners_number,pts,year,price,with_nds,is_oficial,city,parents_ids_len,mileage,state_not_beaten,images_count,cylinder_amount,cylinder_order,displacement,engine,gear,horse_power,mark,model_info,moto_type,stroke_amount,transmission
3,ORIGINAL,2008,400000,False,False,Москва,6,39137,True,22,CYLINDERS_2,V_TYPE,650,CARBURETOR,CARDAN,40.0,Yamaha,XVS_650,CHOPPER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2000,395000,False,False,Санкт-Петербург,6,49008,True,23,CYLINDERS_4,V_TYPE,1085,CARBURETOR,CARDAN,98.0,Honda,ST,TOURISM,STROKES_4,TRANSMISSION_5
1,ORIGINAL,1997,315000,False,False,Санкт-Петербург,6,45264,True,23,CYLINDERS_4,LINE,892,CARBURETOR,CARDAN,89.0,Yamaha,XJ_900,TOURISM,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2010,2990000,False,False,Москва,6,1200,True,11,CYLINDERS_2,V_TYPE,2200,CARBURETOR,BELT,150.0,Другие,MOTOCIKLI,CUSTOM,STROKES_4,TRANSMISSION_6
3,ORIGINAL,2014,2430000,False,False,Москва,6,9400,True,13,CYLINDERS_2,V_TYPE,1200,INJECTOR,BELT,64.0,Harley-Davidson,FORTY_EIGHT,CHOPPER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2020,2290000,False,True,Тверь,7,73,True,6,CYLINDERS_2,OPPOSITE,1802,INJECTOR,CARDAN,91.0,BMW,R_18,CLASSIC,STROKES_4,TRANSMISSION_6_FORWARD_AND_BACK
1,ORIGINAL,2015,3300000,False,False,Москва,6,3,True,12,CYLINDERS_4,V_TYPE,1690,INJECTOR,BELT,87.0,Harley-Davidson,TRI_GLIDE,TRICYCLE,STROKES_4,TRANSMISSION_5_FORWARD_AND_BACK
1,ORIGINAL,2020,3300000,False,False,Москва,6,4500,True,15,CYLINDERS_3,,798,INJECTOR,CHAIN,147.0,MV Agusta,SUPERVELOCE_800,SPORTBIKE,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2015,804137,False,False,Москва,6,7180,True,4,CYLINDERS_2,V_TYPE,900,INJECTOR,BELT,,Kawasaki,VN900_VULCAN,CRUISER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2009,630000,False,False,Москва,6,17424,True,8,CYLINDERS_2,V_TYPE,900,INJECTOR,BELT,,Kawasaki,VN900_VULCAN,CHOPPER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2005,403575,False,False,Москва,6,22492,True,8,CYLINDERS_2,V_TYPE,750,CARBURETOR,CHAIN,,Honda,VT_750,CRUISER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2013,762000,False,False,Москва,6,48028,True,8,CYLINDERS_2,V_TYPE,1500,INJECTOR,CARDAN,,Suzuki,BOULEVARD_M90,CRUISER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2008,864000,False,False,Москва,6,12171,True,8,CYLINDERS_2,V_TYPE,1900,INJECTOR,BELT,,Yamaha,XV1900,CRUISER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2021,1400000,False,True,Москва,6,1811,True,10,CYLINDERS_2,LINE,900,INJECTOR,CHAIN,105.0,BMW,F_900_R,NAKEDBIKE,STROKES_4,TRANSMISSION_6
2,ORIGINAL,2013,1140000,False,True,Москва,6,59791,True,7,CYLINDERS_2,OPPOSITE,1170,INJECTOR,CARDAN,125.0,BMW,R_1200_GS,TOURIST_ENDURO,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2013,1799999,False,True,Москва,6,2738,True,5,CYLINDERS_2,V_TYPE,1690,INJECTOR,BELT,79.0,Harley-Davidson,FAT_BOY,CRUISER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2000,556443,False,False,Москва,6,57526,True,8,CYLINDERS_4,V_TYPE,1300,CARBURETOR,CARDAN,,Yamaha,XVZ_1300,CRUISER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2019,2700000,False,True,Самара,7,1460,True,18,CYLINDERS_2,V_TYPE,1868,INJECTOR,BELT,,Harley-Davidson,FXDR_114,ROAD,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2003,488000,False,False,Москва,6,5362,True,4,CYLINDERS_2,V_TYPE,1600,CARBURETOR,BELT,,Yamaha,XV_1600_A_WILD_STAR,CRUISER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2006,555088,False,False,Москва,6,58605,True,8,CYLINDERS_2,V_TYPE,1300,CARBURETOR,CARDAN,,Honda,VTX1300,CRUISER,STROKES_4,TRANSMISSION_5
2,ORIGINAL,2008,750000,False,False,Нижний Новгород,7,61250,True,5,CYLINDERS_2,V_TYPE,1584,INJECTOR,BELT,,Harley-Davidson,ELECTRA_GLIDE_,TOURISM,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2007,615000,False,False,Москва,6,12037,True,8,CYLINDERS_2,V_TYPE,1300,INJECTOR,BELT,,Yamaha,XVS_1300,CRUISER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2014,990434,False,False,Москва,6,8862,True,4,CYLINDERS_2,V_TYPE,1300,INJECTOR,BELT,,Yamaha,XVS_1300,CRUISER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2006,380000,False,False,Москва,6,32400,True,6,CYLINDERS_4,LINE,999,INJECTOR,CHAIN,173.0,Honda,CBR_1000_RR,SPORTBIKE,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2009,576000,False,False,Москва,6,5741,True,8,CYLINDERS_2,V_TYPE,680,INJECTOR,CARDAN,,Honda,NT700V,ROAD,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2006,773105,False,False,Москва,6,40768,True,4,CYLINDERS_2,V_TYPE,1800,INJECTOR,CARDAN,,Suzuki,BOULEVARD,CRUISER,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2007,516274,False,False,Москва,6,32603,True,8,CYLINDERS_2,V_TYPE,800,INJECTOR,CARDAN,,Suzuki,BOULEVARD_C50,CRUISER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2004,581053,False,False,Москва,6,20133,True,8,CYLINDERS_2,V_TYPE,1300,CARBURETOR,CARDAN,,Honda,VTX1300,CRUISER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2020,2250000,False,True,Челябинск,7,4278,True,17,CYLINDERS_2,V_TYPE,1868,INJECTOR,BELT,94.0,Harley-Davidson,LOW_RIDER,ROAD,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2018,1330000,False,False,Москва,6,7464,True,5,,,1200,,Not_info,,BMW,R_1200_RS,CLASSIC,,
1,ORIGINAL,2003,584300,False,False,Москва,6,34798,True,8,CYLINDERS_2,V_TYPE,1300,CARBURETOR,CARDAN,,Honda,VTX1300,CRUISER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2010,798000,False,False,Москва,6,14776,True,5,,,1300,,Not_info,,Honda,FURY,CHOPPER,,
1,ORIGINAL,2006,679000,False,False,Москва,6,42358,True,8,CYLINDERS_2,V_TYPE,1700,CARBURETOR,BELT,,Yamaha,XV_1700A_ROAD_STAR,CRUISER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2006,697017,False,False,Москва,6,50741,True,8,CYLINDERS_2,V_TYPE,1700,CARBURETOR,BELT,,Yamaha,XV_1700A_ROAD_STAR,CRUISER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2014,640000,False,False,Москва,6,34543,True,27,CYLINDERS_2,LINE,700,INJECTOR,CHAIN,75.0,Yamaha,MT_07,NAKEDBIKE,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2007,555000,False,False,Санкт-Петербург,6,9613,True,18,,,600,INJECTOR,Not_info,,Suzuki,GSX_R_600,SPORTBIKE,,
1,ORIGINAL,2009,484500,False,False,Москва,6,56000,True,5,,,1250,,Not_info,,Suzuki,GSF1250_BANDIT,CLASSIC,,
1,ORIGINAL,2012,703388,False,False,Москва,6,35638,True,8,CYLINDERS_2,V_TYPE,800,INJECTOR,CARDAN,,Suzuki,BOULEVARD_C50,CRUISER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2003,390000,False,False,Москва,6,27716,True,23,CYLINDERS_2,V_TYPE,400,CARBURETOR,CARDAN,33.0,Suzuki,INTRUDER_400,CHOPPER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2009,456000,False,False,Москва,6,46990,True,5,,,650,,Not_info,,Kawasaki,ER_6,CLASSIC,,
1,ORIGINAL,1993,332500,False,False,Москва,6,33685,True,5,,,1100,,Not_info,,Honda,VT_1100,CHOPPER,,
3,ORIGINAL,2011,550000,False,True,Челябинск,7,31118,True,16,CYLINDERS_1,LINE,652,INJECTOR,CHAIN,48.0,BMW,G_650_GS,OFFROAD_ENDURO,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2017,450000,False,False,Москва,6,18338,True,11,CYLINDERS_1,,313,INJECTOR,CHAIN,34.0,BMW,G310R,,STROKES_4,TRANSMISSION_6
4,ORIGINAL,2013,490000,False,False,Тула,7,42712,True,11,CYLINDERS_2,V_TYPE,650,INJECTOR,CHAIN,72.0,Kawasaki,ER_6N,ROAD,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2001,195000,False,False,Красноярск,7,22800,True,4,CYLINDERS_2,V_TYPE,400,CARBURETOR,CHAIN,56.0,Suzuki,SV_400_S,SPORTTOURISM,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2001,195000,False,False,Красноярск,7,22800,True,4,CYLINDERS_2,V_TYPE,400,CARBURETOR,CHAIN,56.0,Suzuki,SV_400_S,SPORTTOURISM,STROKES_4,TRANSMISSION_6
2,ORIGINAL,2008,450000,False,False,Подольск,7,33500,True,18,CYLINDERS_4,LINE,600,INJECTOR,CHAIN,78.0,Honda,CBF_600S,ROAD,STROKES_4,TRANSMISSION_6
3,ORIGINAL,2011,90000,False,False,Москва,6,7541,True,5,CYLINDERS_1,LINE,250,CARBURETOR,CHAIN,21.0,Patron,TAKER,ROAD,STROKES_4,TRANSMISSION_6
2,ORIGINAL,2019,499000,False,True,Москва,6,18882,True,8,CYLINDERS_2,LINE,321,INJECTOR,CHAIN,42.0,Yamaha,YZF_R3,SPORTBIKE,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2016,1500000,False,True,Москва,6,4520,True,15,CYLINDERS_2,V_TYPE,1198,INJECTOR,CHAIN,150.0,Ducati,MULTISTRADA_1200,TOURIST_ENDURO,STROKES_4,TRANSMISSION_6
2,ORIGINAL,2014,850000,False,False,Санкт-Петербург,6,24000,True,16,CYLINDERS_4,V_TYPE,800,INJECTOR,CHAIN,102.0,Honda,VFR_800X_CROSSRUNNER,TOURIST_ENDURO,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2021,580000,False,True,Москва,6,3566,True,10,CYLINDERS_2,LINE,400,INJECTOR,CHAIN,43.0,CFMOTO,400GT,ROAD,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2018,1500000,False,True,Москва,6,8867,True,8,CYLINDERS_4,LINE,1100,INJECTOR,CHAIN,90.0,Honda,CB_1100,ROAD,STROKES_4,TRANSMISSION_6
2,ORIGINAL,2013,997000,False,True,Москва,6,16421,True,8,CYLINDERS_4,,1237,INJECTOR,CARDAN,129.0,Honda,VFR_1200X_XD,TOURIST_ENDURO,STROKES_4,AUTOMATIC
1,ORIGINAL,2007,2200000,False,False,Москва,6,5000,True,27,CYLINDERS_2,V_TYPE,1783,INJECTOR,CARDAN,125.0,Suzuki,BOULEVARD,CUSTOM,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2013,811423,False,False,Москва,6,25606,True,8,CYLINDERS_4,LINE,1000,INJECTOR,CHAIN,,Kawasaki,Z_1000,NAKEDBIKE,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2012,419345,False,False,Москва,6,33165,True,8,CYLINDERS_2,LINE,400,INJECTOR,CHAIN,,Kawasaki,ER_4,ROAD,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2012,424899,False,False,Москва,6,28546,True,8,CYLINDERS_1,LINE,250,INJECTOR,CHAIN,,Honda,CRF_250L,OFFROAD_ENDURO,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2018,859335,False,False,Москва,6,47989,True,8,CYLINDERS_3,LINE,900,INJECTOR,CHAIN,,Yamaha,XSR_900,ROAD,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2014,1242306,False,False,Москва,6,39770,True,8,CYLINDERS_2,OPPOSITE,1200,INJECTOR,CARDAN,,BMW,R_1200_RT,SPORTTOURISM,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2019,3600000,False,False,Москва,6,10100,True,28,CYLINDERS_2,V_TYPE,1970,INJECTOR,BELT,110.0,Harley-Davidson,CVO_SOFTAIL_CONVERTIBLE,CRUISER,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2011,275000,False,False,Владивосток,7,33353,True,5,,,250,,Not_info,,Yamaha,MT_01,NAKEDBIKE,,
1,ORIGINAL,2017,889770,False,False,Москва,6,6117,True,8,CYLINDERS_2,LINE,800,INJECTOR,BELT,,BMW,F_800_GT,SPORTTOURISM,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2021,2250000,False,True,Москва,6,2,True,8,CYLINDERS_2,LINE,745,INJECTOR,CHAIN,54.0,Honda,NC_750_X,TOURIST_ENDURO,STROKES_4,ROBOTIC_2_CLUTCH
1,ORIGINAL,2021,3200000,False,True,Москва,6,379,True,12,CYLINDERS_2,V_TYPE,1868,INJECTOR,BELT,96.0,Harley-Davidson,HERITAGE,CRUISER,STROKES_4,TRANSMISSION_6
1,ORIGINAL,1998,305000,False,False,Владивосток,7,20368,True,6,,,250,CARBURETOR,CHAIN,,Suzuki,DR_250,OFFROAD_ENDURO,STROKES_4,
1,ORIGINAL,2014,669240,False,False,Москва,6,17168,True,8,CYLINDERS_2,V_TYPE,900,INJECTOR,BELT,,Kawasaki,VN900_VULCAN,CRUISER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2014,459962,False,False,Москва,6,30736,True,8,CYLINDERS_2,LINE,400,INJECTOR,CHAIN,,Kawasaki,ER_4,ROAD,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2005,362635,False,False,Москва,6,32146,True,8,CYLINDERS_1,LINE,250,INJECTOR,CHAIN,,Kawasaki,D_TRACKER_250,SUPERMOTARD,STROKES_2,TRANSMISSION_5
2,ORIGINAL,2010,1049000,False,False,Санкт-Петербург,6,14596,True,15,CYLINDERS_2,V_TYPE,998,,Not_info,106.0,BRP,SPYDER,TRICYCLE,STROKES_4,VARIATOR
1,ORIGINAL,2008,520000,False,False,Москва,6,10000,True,11,,,598,INJECTOR,Not_info,,Yamaha,FZ6,NAKEDBIKE,,
1,ORIGINAL,2016,1046182,False,False,Москва,6,50302,True,8,CYLINDERS_4,LINE,1000,INJECTOR,CHAIN,,Kawasaki,Z_1000SX,SPORTTOURISM,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2005,272220,False,False,Москва,6,23635,True,8,CYLINDERS_1,LINE,250,INJECTOR,CHAIN,,Kawasaki,D_TRACKER_250,SUPERMOTARD,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2020,3980000,False,False,Краснодар,7,10267,True,5,CYLINDERS_2,V_TYPE,1868,INJECTOR,BELT,90.0,Harley-Davidson,FREEWHELLER,TRIKE,STROKES_4,TRANSMISSION_6_FORWARD_AND_BACK
4,ORIGINAL,2016,1270000,False,False,Санкт-Петербург,6,6500,True,7,CYLINDERS_2,OPPOSITE,1200,INJECTOR,CARDAN,110.0,BMW,R_NINE_T,NAKEDBIKE,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2006,382030,False,False,Москва,6,27751,True,8,CYLINDERS_1,LINE,250,INJECTOR,CHAIN,,Yamaha,XT_250X,SPORTENDURO,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2020,2240000,False,True,Москва,6,152,True,7,CYLINDERS_2,OPPOSITE,1803,INJECTOR,CARDAN,95.0,BMW,R_18,CHOPPER,STROKES_4,TRANSMISSION_6
1,ORIGINAL,1990,300000,False,False,Санкт-Петербург,6,93,True,18,CYLINDERS_1,LINE,125,CARBURETOR,CHAIN,10.0,Minsk (Минск),3_112,CLASSIC,STROKES_2,TRANSMISSION_4
2,ORIGINAL,2019,1795000,False,True,Москва,6,8770,True,5,CYLINDERS_2,OPPOSITE,1170,INJECTOR,CARDAN,110.0,BMW,R_NINE_T,CLASSIC,STROKES_4,TRANSMISSION_6
1,ORIGINAL,1999,336000,False,False,Санкт-Петербург,6,34220,True,18,,,1200,,Not_info,,Yamaha,VMAX_1200,ROAD,,
1,ORIGINAL,2004,340000,False,False,Санкт-Петербург,6,40528,True,9,,,1300,CARBURETOR,Not_info,,Yamaha,XJR_1300,ROAD,,
3,ORIGINAL,2005,519000,False,False,Санкт-Петербург,6,63508,True,8,CYLINDERS_2,OPPOSITE,1170,,Not_info,100.0,BMW,R_1200_GS,TOURIST_ENDURO,STROKES_4,
1,ORIGINAL,2021,2450000,False,True,Красноярск,7,1293,True,20,CYLINDERS_2,V_TYPE,1250,INJECTOR,CHAIN,152.0,Harley-Davidson,PAN_AMERICA,TOURIST_ENDURO,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2020,1890000,False,True,Красноярск,7,2104,True,9,CYLINDERS_2,V_TYPE,1745,INJECTOR,BELT,,Harley-Davidson,LOW_RIDER,CRUISER,STROKES_4,TRANSMISSION_6
1,ORIGINAL,1997,299000,False,False,Владивосток,7,18956,True,5,,,1000,,Not_info,,Honda,X4,ROAD,,
1,ORIGINAL,2014,606000,False,False,Санкт-Петербург,6,24632,True,17,,,700,INJECTOR,Not_info,,Yamaha,MT_07,NAKEDBIKE,,
1,ORIGINAL,2012,728000,False,False,Санкт-Петербург,6,21648,True,18,,,800,INJECTOR,Not_info,,Triumph,TIGER_800,TOURIST_ENDURO,,
1,ORIGINAL,1998,268000,False,False,Санкт-Петербург,6,39233,True,18,,,400,,Not_info,,Yamaha,XVS_400,CHOPPER,,
1,ORIGINAL,2016,3490000,False,True,Красноярск,7,31189,True,20,CYLINDERS_2,V_TYPE,1802,INJECTOR,BELT,,Harley-Davidson,CVO_STREET_GLIDE,CRUISER,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2015,359000,False,False,Санкт-Петербург,6,27506,True,18,,,320,INJECTOR,Not_info,,Yamaha,MT_03,ROAD,,
1,ORIGINAL,2012,765000,False,False,Санкт-Петербург,6,25784,True,18,,,800,INJECTOR,Not_info,,Triumph,TIGER_800,TOURIST_ENDURO,,
1,ORIGINAL,2020,3350000,False,True,Красноярск,7,2457,True,16,CYLINDERS_2,V_TYPE,1868,INJECTOR,BELT,,Harley-Davidson,FAT_BOY,CRUISER,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2021,6500000,True,True,Красноярск,7,1,True,18,CYLINDERS_2,V_TYPE,1923,INJECTOR,BELT,,Harley-Davidson,CVO_STREET_GLIDE,CRUISER,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2018,335000,False,False,Санкт-Петербург,6,28819,True,18,,,250,INJECTOR,Not_info,,Suzuki,GW_250,ROAD,,
1,ORIGINAL,2021,9500000,False,True,Красноярск,7,1,True,13,CYLINDERS_2,V_TYPE,1923,INJECTOR,BELT,,Harley-Davidson,CVO_ROAD_GLIDE,CRUISER,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2017,818000,False,False,Санкт-Петербург,6,11205,True,18,,,750,INJECTOR,Not_info,,Suzuki,GSX_S_750,NAKEDBIKE,,
1,ORIGINAL,2014,785000,False,False,Санкт-Петербург,6,36461,True,20,,,1000,INJECTOR,Not_info,,Suzuki,DL_V_STROM,TOURIST_ENDURO,,
1,ORIGINAL,2016,525000,False,False,Санкт-Петербург,6,49199,True,18,,,650,INJECTOR,Not_info,,Suzuki,SV_650,NAKEDBIKE,,
1,ORIGINAL,2008,555000,False,False,Санкт-Петербург,6,24710,True,17,,,675,INJECTOR,Not_info,,Triumph,DAYTONA,SPORTBIKE,,
1,ORIGINAL,2016,698000,False,False,Санкт-Петербург,6,29945,True,18,,,950,INJECTOR,Not_info,,Yamaha,XVS950_BOLT,CHOPPER,,
1,ORIGINAL,2008,466000,False,False,Санкт-Петербург,6,28812,True,19,,,1100,,Not_info,,Yamaha,XVS_1100,CHOPPER,,
1,ORIGINAL,2014,239000,False,False,Санкт-Петербург,6,5590,True,18,,,150,,Not_info,,Yamaha,FZ16,ROAD,,
1,ORIGINAL,2016,638000,False,False,Санкт-Петербург,6,27669,True,18,,,700,INJECTOR,Not_info,,Yamaha,MT_07,NAKEDBIKE,,
1,ORIGINAL,2014,378000,False,False,Санкт-Петербург,6,16220,True,18,,,250,INJECTOR,Not_info,,Yamaha,XT_250_SEROW,TOURIST_ENDURO,,
1,ORIGINAL,2014,285000,False,False,Санкт-Петербург,6,25581,True,18,,,250,INJECTOR,Not_info,,Suzuki,GW_250,ROAD,,
2,ORIGINAL,2019,2890000,False,True,Красноярск,7,12138,True,12,CYLINDERS_2,V_TYPE,1745,INJECTOR,BELT,,Harley-Davidson,FAT_BOY,CRUISER,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2019,1050000,False,True,Красноярск,7,1719,True,17,CYLINDERS_2,V_TYPE,750,INJECTOR,BELT,,Harley-Davidson,STREET,CRUISER,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2020,1100000,False,True,Красноярск,7,290,True,9,CYLINDERS_2,V_TYPE,750,INJECTOR,BELT,,Harley-Davidson,STREET,CLASSIC,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2021,4700000,True,True,Красноярск,7,1,True,13,CYLINDERS_2,V_TYPE,1868,INJECTOR,BELT,,Harley-Davidson,ROAD_GLIDE_SPECIAL,CRUISER,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2014,525000,False,False,Санкт-Петербург,6,19852,True,18,,,650,INJECTOR,Not_info,,Kawasaki,NINJA_650,SPORTTOURISM,,
1,ORIGINAL,2000,313000,False,False,Санкт-Петербург,6,56719,True,18,,,250,,Not_info,,Suzuki,DJEBEL_250,OFFROAD_ENDURO,,
1,ORIGINAL,2004,278000,False,False,Санкт-Петербург,6,23784,True,18,,,250,,Not_info,,Kawasaki,KL_250,OFFROAD_ENDURO,,
1,ORIGINAL,2004,414000,False,False,Санкт-Петербург,6,17475,True,18,,,660,,Not_info,,KTM,660_SMC,SUPERMOTARD,,
1,ORIGINAL,2014,565000,False,False,Санкт-Петербург,6,12214,True,18,,,750,INJECTOR,Not_info,,Moto Guzzi,V_7,CUSTOM,,
1,ORIGINAL,2004,235000,False,False,Санкт-Петербург,6,7057,True,18,,,250,,Not_info,,Suzuki,GRASSTRACKER,CROSS_COUNTRY,,
1,ORIGINAL,1993,245000,False,False,Санкт-Петербург,6,28003,True,18,,,250,,Not_info,,Suzuki,DJEBEL_250,OFFROAD_ENDURO,,
1,ORIGINAL,2014,698000,False,False,Санкт-Петербург,6,2885,True,18,,,1000,INJECTOR,Not_info,,Kawasaki,Z_1000SX,SPORTTOURISM,,
1,ORIGINAL,2014,748000,False,False,Санкт-Петербург,6,14541,True,20,,,750,INJECTOR,Not_info,,Honda,NM4,CRUISER,,AUTOMATIC
1,ORIGINAL,1998,258000,False,False,Санкт-Петербург,6,25710,True,18,,,250,,Not_info,,Kawasaki,KL_250,OFFROAD_ENDURO,,
1,ORIGINAL,2016,1366000,False,False,Санкт-Петербург,6,14427,True,18,,,1290,INJECTOR,Not_info,,KTM,1290_SUPER_DUKE_R,NAKEDBIKE,,
1,ORIGINAL,2000,255000,False,False,Санкт-Петербург,6,14177,True,9,,,640,,Not_info,,KTM,640_DUKE,SUPERMOTARD,,
1,ORIGINAL,2014,538000,False,False,Санкт-Петербург,6,14073,True,18,,,690,INJECTOR,Not_info,,KTM,690_DUKE,SUPERMOTARD,,
1,ORIGINAL,2008,585000,False,False,Санкт-Петербург,6,30142,True,18,,,950,INJECTOR,Not_info,,KTM,950_SM,SUPERMOTARD,,
1,ORIGINAL,2004,2100000,False,False,Новосибирск,7,23030,True,8,CYLINDERS_6,OPPOSITE,1800,INJECTOR,CARDAN,150.0,Honda,VALKIRIE_1800,ROAD,STROKES_4,ROBOTIC
1,ORIGINAL,2002,265000,False,False,Санкт-Петербург,6,17082,True,18,,,400,,Not_info,,Ducati,MONSTER,NAKEDBIKE,,
1,ORIGINAL,2004,338000,False,False,Санкт-Петербург,6,14419,True,18,,,1000,INJECTOR,Not_info,,Ducati,MULTISTRADA,TOURIST_ENDURO,,
1,ORIGINAL,2002,300000,False,False,Санкт-Петербург,6,11107,True,18,,,916,,Not_info,,Ducati,ST,SPORTTOURISM,,
1,ORIGINAL,2016,495000,False,False,Санкт-Петербург,6,15571,True,18,,,250,INJECTOR,Not_info,,Honda,CRF_250L,OFFROAD_ENDURO,,
1,ORIGINAL,2003,265000,False,False,Санкт-Петербург,6,7711,True,18,,,223,,Not_info,,Honda,FTR,CROSS_COUNTRY,,
1,ORIGINAL,2017,568000,False,False,Санкт-Петербург,6,27396,True,18,,,250,INJECTOR,Not_info,,Honda,CRF_250_RALLY,OFFROAD_ENDURO,,
1,ORIGINAL,2019,818000,False,False,Санкт-Петербург,6,13079,True,18,,,750,INJECTOR,Not_info,,Honda,NC_750,ROAD,,
1,ORIGINAL,2015,698000,False,False,Санкт-Петербург,6,22167,True,17,,,750,INJECTOR,Not_info,,Honda,NC_750_X,TOURIST_ENDURO,,AUTOMATIC
1,ORIGINAL,2013,738000,False,False,Санкт-Петербург,6,11870,True,18,,,821,INJECTOR,Not_info,,Ducati,HYPERSTRADA,SUPERMOTARD,,
1,ORIGINAL,2000,299000,False,False,Владивосток,7,6904,True,5,,,800,,Not_info,,Suzuki,VZ_800_DESPERADO,CHOPPER,,
1,ORIGINAL,2008,349000,False,False,Владивосток,7,52474,True,28,,,690,,Not_info,,KTM,690_DUKE,CROSS_COUNTRY,,
1,ORIGINAL,2017,1100000,False,False,Москва,6,32000,True,6,,,937,INJECTOR,CHAIN,111.0,Ducati,MULTISTRADA_950,TOURIST_ENDURO,,TRANSMISSION_6
3,ORIGINAL,2012,1499000,False,False,Санкт-Петербург,6,18109,True,16,CYLINDERS_4,V_TYPE,1700,INJECTOR,CARDAN,200.0,Yamaha,VMAX_1700,ROAD,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2019,599000,False,False,Санкт-Петербург,6,8379,True,17,CYLINDERS_1,LINE,313,INJECTOR,CHAIN,34.0,BMW,G_310_GS,OFFROAD_ENDURO,STROKES_4,TRANSMISSION_6
2,ORIGINAL,2019,665000,False,False,Санкт-Петербург,6,5144,True,16,CYLINDERS_1,LINE,313,INJECTOR,CHAIN,34.0,BMW,G_310_GS,OFFROAD_ENDURO,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2016,1390000,False,True,Краснодар,7,11000,True,8,CYLINDERS_2,OPPOSITE,1170,INJECTOR,CARDAN,125.0,BMW,R_1200_RS,SPORTTOURISM,STROKES_4,TRANSMISSION_6
2,ORIGINAL,2017,2790000,False,False,Казань,7,13230,True,14,,OPPOSITE,1800,INJECTOR,Not_info,,Honda,GL_1800,CRUISER,,
3,ORIGINAL,2018,2200000,False,False,Казань,7,5300,True,7,CYLINDERS_3,LINE,2300,INJECTOR,CARDAN,147.0,Triumph,ROCKET,CRUISER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2021,5450000,False,False,Казань,7,1,True,5,CYLINDERS_6,OPPOSITE,1800,INJECTOR,CARDAN,126.0,Honda,GL_1800,TOURISM,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2019,4250000,False,False,Казань,7,20000,True,20,CYLINDERS_6,OPPOSITE,1800,INJECTOR,CARDAN,,Honda,GL_1800,ROAD,,AUTOMATIC
